11,10,-2.92E-04,1.39E-04,1.65E-03,1.64E-03
11,11,-1.28E-03,-9.62E-04,9.82E-04,9.79E-04
12,0,2.43E-04,0.00E+00,1.81E-03,0.00E+00
12,1,6.70E-04,2.66E-03,1.08E-03,1.01E-03
12,2,3.41E-03,2.11E-03,1.08E-03,1.07E-03
12,3,1.84E-03,7.35E-04,8.54E-04,8.35E-04
12,4,9.63E-04,-7.72E-04,1.22E-03,1.20E-03
12,5,-3.15E-03,-1.16E-03,1.78E-03,1.77E-03
12,6,1.72E-03,3.87E-03,2.15E-03,2.16E-03
12,7,-7.24E-04,-2.50E-03,2.38E-03,2.39E-03
12,8,8.40E-04,2.69E-04,2.57E-03,2.59E-03
12,9,-1.91E-03,5.08E-05,2.74E-03,2.75E-03
12,10,-1.92E-03,-2.43E-03,2.96E-03,2.95E-03
12,11,4.61E-04,3.87E-04,2.17E-03,2.18E-03
12,12,9.05E-04,1.83E-03,1.18E-03,1.18E-03
13,0,3.75E-03,0.00E+00,2.61E-03,0.00E+00
13,1,-5.36E-03,-2.29E-03,2.21E-03,1.94E-03
13,2,-4.99E-05,3.81E-04,1.49E-03,1.43E-03
13,3,2.24E-03,-2.20E-04,1.62E-03,1.50E-03
13,4,1.38E-03,-5.10E-03,1.66E-03,1.71E-03
13,5,-1.92E-03,3.39E-04,2.56E-03,2.55E-03
13,6,1.73E-04,-8.47E-05,2.88E-03,2.89E-03
13,7,3.19E-04,-5.95E-06,3.14E-03,3.14E-03
13,8,-1.22E-03,-1.43E-03,3.22E-03,3.22E-03
13,9,-6.81E-04,-8.48E-05,3.35E-03,3.37E-03
13,10,-6.50E-04,-6.43E-05,3.44E-03,3.44E-03
13,11,1.75E-03,-3.94E-04,3.48E-03,3.47E-03
13,12,1.38E-04,-5.46E-05,2.50E-03,2.49E-03
13,13,-5.98E-04,-1.15E-03,1.36E-03,1.37E-03
14,0,-2.01E-03,0.00E+00,1.44E-03,0.00E+00
14,1,1.46E-03,1.65E-03,1.08E-03,9.14E-04
14,2,8.13E-03,4.16E-03,1.20E-03,1.23E-03
14,3,2.09E-03,1.69E-04,1.13E-03,1.11E-03
14,4,-3.24E-03,9.78E-04,1.72E-03,1.64E-03
14,5,-4.04E-03,-1.34E-04,2.11E-03,2.12E-03
14,6,2.35E-03,4.39E-03,2.71E-03,2.73E-03
14,7,-1.04E-03,-3.22E-03,2.73E-03,2.75E-03
14,8,-1.25E-03,-2.33E-03,3.19E-03,3.21E-03
14,9,-1.96E-04,7.97E-04,3.08E-03,3.08E-03
14,10,1.12E-03,1.76E-04,3.39E-03,3.39E-03
14,11,1.57E-03,1.46E-04,3.29E-03,3.29E-03
14,12,-1.72E-03,-7.25E-04,2.99E-03,2.99E-03
14,13,-3.14E-04,5.10E-05,5.95E-04,6.01E-04
14,14,1.32E-03,1.51E-03,3.50E-04,3.51E-04
15,0,2.62E-03,0.00E+00,1.96E-03,0.00E+00
15,1,-5.22E-03,-1.30E-04,1.99E-03,1.69E-03
15,2,2.87E-04,2.93E-03,1.66E-03,1.47E-03
15,3,-1.72E-03,4.60E-04,2.00E-03,1.97E-03
15,4,2.23E-03,-5.30E-03,2.01E-03,2.12E-03
15,5,-2.95E-03,-3.18E-03,2.84E-03,2.85E-03
15,6,-2.87E-04,-3.70E-04,3.17E-03,3.14E-03
15,7,-1.32E-03,-2.38E-04,3.38E-03,3.37E-03
15,8,-3.08E-03,7.66E-04,3.44E-03,3.42E-03
15,9,-9.75E-04,-8.25E-05,3.75E-03,3.79E-03
15,10,2.54E-05,-3.50E-04,3.62E-03,3.63E-03
15,11,-8.59E-04,-1.08E-03,3.75E-03,3.74E-03
15,12,2.60E-04,2.28E-04,3.75E-03,3.75E-03
15,13,1.27E-03,6.00E-04,3.37E-03,3.39E-03
15,14,2.12E-04,-1.48E-04,7.45E-04,7.42E-04
15,15,-1.14E-03,-1.02E-03,3.73E-04,3.73E-04
